Patient Age,Age Missing in Report,Age Over 65 Years,Age Over 70 Years,Age 50 65,Male Gender,Female Gender,Unknown Gender,Patient Weight,Weight Missing in Report,Body Mass Index (BMI),Obese (BMI >30),Overweight (BMI 25-30),Underweight (BMI <18.5),Number of Concurrent Medications,Polypharmacy,High Polypharmacy (>5 drugs),Number of Adverse Reactions,Multiple Adverse Reactions,Receiving Steroids,Receiving Antibiotics,Receiving Antifungal Medication,Receiving Antiviral Medication,Receiving Chemotherapy,Receiving Targeted Therapy,Steroid + Antibiotic Combination,History of Diabetes,History of Hypertension,History of Cardiac Disease,Cancer Stage I,Cancer Stage II,Cancer Stage III,Cancer Stage IV,Infection-Related Adverse Event
0.022663037961220305,0.025925237800981833,0.004333701203669871,0.0024235059391725655,0.0,0.0028558274755615515,0.005142415898545315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09013774976553629,0.0,0.0,0.04250858821852945,0.0,0.0,0.004674510877262762,0.0,0.0,0.0,0.0,0.015169653024701026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01595302501172645,0.0,0.003495853212588434,0.006992467489539612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08450097006221254,0.0,0.0,0.039445918340258235,0.0,0.0026533045846431347,0.0,0.005039803932419741,0.0,0.046966671430734366,0.018044924237626825,0.012227332450490501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026308685777207068,-0.009294960548578708,0.0,-0.009302308277048721,0.0,0.0,0.0,0.0,0.0,0.0,0.018786152087368713,0.0,0.01590939393126853,0.0,-0.06186299303245903,0.0,0.0,-0.021554550637596613,0.0,0.0,0.0,0.0,0.0,-0.06955874869570444,-0.013850819534200394,0.0,0.0,0.0,0.0,0.0,0.0,-0.008336682328740018,0.0,0.0
0.0,-0.01015419854600275,0.0,0.0,0.0,0.0,0.0,0.0,-0.043956625346211455,0.0,-0.03747204337314742,0.0,-0.008209263078391926,-0.02058592112348495,-0.07438281859615296,0.0,0.0,-0.017160379722509927,0.0,0.0,0.0,0.0,0.0,-0.08034665905595785,-0.012490178730679771,0.0,0.0,0.0,0.0,0.0,0.0,-0.011697164756121025,0.0,0.0
0.029621217796118877,-0.010363839793908647,0.0,0.01295391372269292,0.0,0.0,0.009002278531605734,0.0,0.0,0.0,0.0,0.0,0.007640946309417829,0.0,-0.038363046132544334,0.0,0.0,-0.014375310001981102,0.0,-0.018238431167329296,0.0,0.0,0.0,0.10130340455408304,0.04127641491141541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00870291165940795,-0.01185879800421575,0.0,0.010514008502604052,0.0,0.0,0.012074639270644512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04392153898669775,0.0,0.0,-0.01574016750447823,0.0,0.008802024331349231,0.0,0.0,0.0,0.10280249822522258,-0.016228601564615832,0.0,0.0,0.0,0.0,0.0,0.0,-0.008786486738818294,0.0,0.0
0.029551522540491454,-0.01053608488018864,0.0,0.0,0.0,0.0,-0.028783025852113526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056278084787378765,0.0,0.0,-0.03619506905018858,-0.011920492565737581,0.0,0.0,0.0,-0.01274836476996326,0.11021871472734093,-0.007800510148921277,0.0,0.0,0.0,0.0,0.0,0.0,-0.009674781451116388,0.0,0.0
0.023771913742716356,0.0,0.0059988829559918305,0.010478793091789632,0.0,0.0,-0.014269654642185658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08627243937857616,0.0,0.0,0.0,0.0,0.005079360694082923,0.0,0.007366311062029506,0.0,0.055867236759268545,0.02236237005551153,0.013535117711925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.06509144183831955,-0.007900234164196426,-0.021392169641844077,-0.009692601574561461,0.0,0.0,0.0,0.0,0.035685198152682285,0.0,0.0,0.0,0.0,0.0,-0.061473562101225676,0.0,0.0,-0.008335383972954679,0.0,0.0,0.0,0.0,0.0,-0.06128120711763539,-0.015067068502125512,0.0,0.0,0.0,0.0,0.0,0.0,-0.007968173049234886,0.0,0.0
-0.049109226350159706,-0.00993540133820254,0.0,-0.035463047764722505,0.0,0.0,-0.0281807547479579,0.0,-0.010809187538325923,0.0,0.0,0.0,0.0,0.0,-0.0524279471342846,0.0,0.0,-0.03185861115226192,-0.022768696837579948,0.0,0.0,0.0,0.0,0.09267195668967391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010378926208456263,0.0,0.0
